product_id,product_name,category,sub_category,base_price,price,competitor_price,demand,rating,reviews,stock,season,discount,day_of_week
PROD_0026,Lenovo IdeaPad 5,Laptop,Mid,69584,77346,70559,386,3.3,717,548,Festive,4.9,Sunday
PROD_0027,Mi TV 4A,Television,Budget,24525,25041,21883,352,3.6,1917,507,Normal,1.0,Wednesday
PROD_0028,MacBook Pro 14,Laptop,Premium,151005,162111,157275,348,4.6,595,451,Normal,0.0,Friday
PROD_0029,Fitbit Sense 2,Smartwatch,Mid,22747,24293,20187,309,3.3,896,304,Festive,9.0,Saturday
PROD_0030,Acer Aspire 3,Laptop,Budget,43779,46528,45747,278,3.3,2027,561,Normal,2.2,Wednesday
PROD_0031,Nikon D3500,Camera,Budget,44762,50000,45301,332,3.1,1898,74,Festive,14.2,Monday
PROD_0032,boAt Wave Sigma,Smartwatch,Budget,3143,3223,2950,372,3.4,2606,445,Normal,1.0,Thursday
PROD_0033,OnePlus Nord CE4,Mobile Phone,Mid,21596,22460,19431,474,3.8,1444,310,Normal,0.0,Sunday
PROD_0034,Sony Alpha A7 IV,Camera,Premium,299200,300000,296399,408,4.5,646,473,Festive,12.3,Wednesday
PROD_0035,Canon EOS M50 II,Camera,Mid,94937,97872,89448,375,3.9,1868,344,Normal,3.4,Saturday
PROD_0036,Apple Watch Series 9,Smartwatch,Premium,33044,37009,32895,541,4.8,418,415,Festive,11.1,Saturday
PROD_0037,Mi TV 4A,Television,Budget,24525,26317,25547,339,3.1,2263,447,Normal,0.0,Friday
PROD_0038,Samsung Crystal 4K,Television,Mid,38367,42971,40944,552,3.7,1490,261,Festive,9.8,Saturday
PROD_0039,Sony Alpha ZV-E10,Camera,Mid,71260,76511,69463,360,3.9,1142,466,Normal,7.3,Tuesday
PROD_0040,Apple Watch Series 9,Smartwatch,Premium,33044,35603,35607,384,3.7,50,427,Normal,0.4,Saturday
PROD_0041,Redmi Note 13,Mobile Phone,Budget,12662,13169,11411,348,3.8,2102,120,Normal,4.3,Saturday
PROD_0042,Samsung Galaxy A35,Mobile Phone,Mid,38986,39351,35544,209,3.6,867,526,Normal,8.0,Sunday
PROD_0043,Sony WH-CH520,Earphones,Mid,5964,6453,6111,322,4.0,1113,240,Normal,4.0,Wednesday
PROD_0044,Samsung Galaxy Watch 6,Smartwatch,Mid,27520,28145,24356,155,3.8,701,178,Normal,0.0,Wednesday
PROD_0045,HP Pavilion 15,Laptop,Budget,47673,50617,45361,255,3.6,1868,547,Normal,5.1,Sunday
PROD_0046,Sony Bravia X74L,Television,Mid,60256,67486,58323,469,3.9,1563,329,Festive,9.6,Wednesday
PROD_0047,Realme Buds 2,Earphones,Budget,2947,2976,2767,193,3.7,2416,487,Normal,5.6,Monday
PROD_0048,Fitbit Sense 2,Smartwatch,Mid,22747,24587,25399,252,3.6,1571,160,Normal,4.9,Friday
PROD_0049,iPhone 16,Mobile Phone,Premium,115228,120000,123183,121,4.2,450,269,Normal,2.1,Saturday
PROD_0050,Lenovo IdeaPad 5,Laptop,Mid,69584,77934,77590,438,3.9,1309,354,Festive,10.6,Friday
PROD_0051,boAt Wave Sigma,Smartwatch,Budget,3143,3400,3252,399,3.7,2081,357,Normal,3.0,Wednesday
PROD_0052,Noise ColorFit Pro 4,Smartwatch,Budget,3208,3484,3567,372,2.9,2119,236,Normal,6.5,Sunday
PROD_0053,Samsung Crystal 4K,Television,Mid,38367,41549,34305,496,3.9,986,285,Festive,7.5,Friday
PROD_0054,boAt Wave Sigma,Smartwatch,Budget,3143,3400,3298,388,3.9,1992,346,Normal,1.2,Monday
PROD_0055,Apple Watch Series 9,Smartwatch,Premium,33044,37009,33559,517,3.9,499,465,Festive,9.3,Friday
PROD_0056,Redmi Note 13,Mobile Phone,Budget,12662,13534,13786,278,2.8,1817,439,Normal,1.8,Friday
PROD_0057,Redmi Note 13,Mobile Phone,Budget,12662,12850,11673,315,3.4,2321,574,Normal,3.4,Monday
PROD_0058,Redmi Note 13,Mobile Phone,Budget,12662,13517,12221,310,3.1,2103,513,Normal,2.3,Thursday
PROD_0059,Mi TV 4A,Television,Budget,24525,26635,25467,364,3.1,1803,225,Normal,0.0,Wednesday
PROD_0060,MacBook Pro 14,Laptop,Premium,151005,163942,145487,367,4.5,1204,237,Normal,0.8,Tuesday
PROD_0061,Canon EOS M50 II,Camera,Mid,94937,101860,99278,347,4.2,1617,462,Normal,3.8,Monday
PROD_0062,Sony Alpha ZV-E10,Camera,Mid,71260,73787,64029,321,2.9,506,172,Normal,0.0,Friday
PROD_0063,MacBook Pro 14,Laptop,Premium,151005,168336,145907,423,4.6,485,539,Festive,13.7,Monday
PROD_0064,Sony Bravia X74L,Television,Mid,60256,65284,57770,310,3.8,615,196,Normal,3.7,Wednesday
PROD_0065,Realme C55,Mobile Phone,Budget,12494,12756,11125,320,3.3,2550,459,Normal,1.9,Wednesday
PROD_0066,Sony WH-CH520,Earphones,Mid,5964,6092,5490,360,3.9,1298,508,Normal,3.3,Monday
PROD_0067,iPhone 16,Mobile Phone,Premium,115228,120000,112120,186,4.1,824,331,Festive,14.3,Tuesday
PROD_0068,Samsung Galaxy A35,Mobile Phone,Mid,38986,41494,34459,354,3.7,1653,444,Festive,9.2,Wednesday
PROD_0069,Canon EOS 1500D,Camera,Budget,43666,48837,48005,421,3.5,2361,463,Festive,15.2,Wednesday
PROD_0070,Redmi Note 13,Mobile Phone,Budget,12662,13476,13397,258,2.9,1497,501,Normal,0.0,Monday
PROD_0071,Nikon D3500,Camera,Budget,44762,47992,39783,447,3.9,2486,427,Festive,8.3,Saturday
PROD_0072,Canon EOS 1500D,Camera,Budget,43666,47229,40488,402,3.3,2150,171,Festive,9.4,Sunday
PROD_0073,Sony Bravia X74L,Television,Mid,60256,64900,59796,313,3.1,803,328,Normal,4.1,Saturday
PROD_0074,Acer Aspire 3,Laptop,Budget,43779,46801,47340,234,3.1,1309,370,Normal,4.4,Thursday
PROD_0075,Sony WH-CH520,Earphones,Mid,5964,6097,5637,320,4.0,765,431,Normal,1.6,Thursday
PROD_0076,Acer Aspire 3,Laptop,Budget,43779,47108,39683,428,3.8,2485,321,Festive,11.4,Saturday
PROD_0077,boAt Wave Sigma,Smartwatch,Budget,3143,3518,2989,415,3.2,2346,434,Festive,1.6,Friday
PROD_0078,Samsung Galaxy A35,Mobile Phone,Mid,38986,39201,36054,217,3.6,1348,615,Normal,0.0,Wednesday
PROD_0079,Sony WH-CH520,Earphones,Mid,5964,6467,6158,347,3.9,1431,233,Normal,7.6,Wednesday
PROD_0080,boAt Wave Sigma,Smartwatch,Budget,3143,3378,2983,448,3.2,2090,373,Festive,10.2,Thursday
PROD_0081,Sony WH-CH520,Earphones,Mid,5964,6376,6072,306,3.6,855,476,Normal,3.7,Thursday
PROD_0082,Samsung Galaxy A35,Mobile Phone,Mid,38986,41542,37429,267,3.7,1653,489,Normal,6.0,Wednesday
PROD_0083,Samsung Crystal 4K,Television,Mid,38367,39488,34420,441,4.2,963,477,Normal,3.0,Tuesday
PROD_0084,Mi TV 4A,Television,Budget,24525,27468,24948,460,3.6,2483,474,Festive,11.0,Wednesday
PROD_0085,Vu Cinema TV,Television,Budget,23610,25654,23970,371,3.5,2522,225,Normal,0.4,Saturday
PROD_0086,Acer Aspire 3,Laptop,Budget,43779,46909,43318,262,3.0,1436,363,Normal,4.2,Sunday
PROD_0087,Samsung Crystal 4K,Television,Mid,38367,42969,37992,492,3.4,1319,539,Festive,4.5,Tuesday
PROD_0088,LG OLED C3,Television,Premium,175185,180000,172346,228,3.8,50,406,Normal,3.4,Thursday
PROD_0089,MacBook Pro 14,Laptop,Premium,151005,161616,158173,361,4.7,809,536,Normal,3.8,Tuesday
PROD_0090,Canon EOS 1500D,Camera,Budget,43666,48905,46603,437,3.8,2731,352,Festive,13.3,Wednesday
PROD_0091,Dell Inspiron 15,Laptop,Mid,73109,74668,65300,323,3.7,932,458,Normal,0.0,Tuesday
PROD_0092,Noise ColorFit Pro 4,Smartwatch,Budget,3208,3479,3164,380,3.7,1882,278,Normal,1.4,Saturday
PROD_0093,Canon EOS M50 II,Camera,Mid,94937,96961,87378,313,3.4,968,443,Normal,1.7,Sunday
PROD_0094,MacBook Pro 14,Laptop,Premium,151005,169125,161481,441,4.8,717,385,Festive,11.7,Monday
PROD_0095,Mi TV 4A,Television,Budget,24525,26360,24379,327,2.7,2019,394,Normal,0.0,Tuesday
PROD_0096,iPhone 16,Mobile Phone,Premium,115228,120000,126638,152,4.5,475,718,Normal,0.0,Thursday
PROD_0097,Sony Alpha A7 IV,Camera,Premium,299200,300000,296233,316,4.0,338,370,Festive,11.7,Saturday
PROD_0098,boAt Bassheads 100,Earphones,Budget,2494,2566,2358,197,3.5,1962,116,Normal,4.5,Thursday
PROD_0099,Sony WH-CH520,Earphones,Mid,5964,6352,5819,299,3.7,1235,546,Normal,4.0,Wednesday
PROD_0100,Realme Buds 2,Earphones,Budget,2947,3000,2987,203,3.3,1551,452,Festive,8.1,Monday
PROD_0101,Sony Bravia X74L,Television,Mid,60256,62476,53746,368,3.7,977,215,Normal,1.0,Sunday
PROD_0102,Sony WH-CH520,Earphones,Mid,5964,6407,6120,358,3.6,1244,451,Normal,0.0,Wednesday
PROD_0103,Sony Alpha ZV-E10,Camera,Mid,71260,73219,62935,430,4.2,1233,495,Normal,0.3,Wednesday
PROD_0104,LG OLED C3,Television,Premium,175185,180000,164059,247,3.9,1091,131,Normal,6.5,Wednesday
PROD_0105,boAt Wave Sigma,Smartwatch,Budget,3143,3374,2786,422,3.1,2242,358,Festive,13.9,Friday
PROD_0106,Samsung Crystal 4K,Television,Mid,38367,42971,42528,528,4.2,1743,156,Festive,6.3,Monday
PROD_0107,Sony WH-CH520,Earphones,Mid,5964,6064,5463,301,3.5,1237,516,Normal,3.1,Tuesday
PROD_0108,Nikon D3500,Camera,Budget,44762,50000,44463,360,2.8,2159,354,Festive,8.8,Tuesday
PROD_0109,Dell Inspiron 15,Laptop,Mid,73109,78403,77218,353,4.1,1047,481,Normal,0.3,Friday
PROD_0110,Noise ColorFit Pro 4,Smartwatch,Budget,3208,3297,2889,345,3.2,2058,358,Normal,3.6,Thursday
PROD_0111,Fitbit Sense 2,Smartwatch,Mid,22747,24244,22159,241,4.1,1198,445,Normal,1.5,Tuesday
PROD_0112,Vu Cinema TV,Television,Budget,23610,26443,24961,381,3.2,1957,352,Festive,5.7,Wednesday
PROD_0113,Lenovo IdeaPad 5,Laptop,Mid,69584,71539,62666,376,3.7,1260,402,Normal,0.0,Saturday
PROD_0114,Mi TV 4A,Television,Budget,24525,25255,21923,390,3.8,2234,389,Normal,2.5,Sunday
PROD_0115,LG OLED C3,Television,Premium,175185,180000,193983,190,3.4,725,540,Normal,7.4,Monday
PROD_0116,Sony Alpha A7 IV,Camera,Premium,299200,300000,282046,303,4.1,324,275,Festive,9.6,Friday
PROD_0117,boAt Wave Sigma,Smartwatch,Budget,3143,3372,3441,419,3.7,2404,567,Normal,2.6,Tuesday
PROD_0118,Sony Alpha A7 IV,Camera,Premium,299200,300000,314880,210,3.7,418,277,Normal,6.2,Wednesday
PROD_0119,Noise ColorFit Pro 4,Smartwatch,Budget,3208,3281,3025,413,3.9,2079,564,Normal,0.4,Sunday
PROD_0120,Sony Bravia X74L,Television,Mid,60256,62709,53065,367,3.7,1887,136,Normal,0.0,Wednesday
PROD_0121,OnePlus Nord CE4,Mobile Phone,Mid,21596,22546,20293,448,3.8,1211,192,Normal,4.6,Saturday
PROD_0122,Sony WH-CH520,Earphones,Mid,5964,6388,5804,299,3.4,1199,425,Normal,0.6,Wednesday
PROD_0123,JBL Tune 770NC,Earphones,Mid,10947,10966,10142,193,4.1,1559,654,Normal,0.0,Sunday
PROD_0124,boAt Bassheads 100,Earphones,Budget,2494,2657,2723,227,3.3,2174,429,Normal,5.3,Sunday
PROD_0125,Vu Cinema TV,Television,Budget,23610,26443,23642,390,3.0,2107,249,Festive,9.1,Wednesday
PROD_0126,Sony Alpha ZV-E10,Camera,Mid,71260,79811,74831,439,3.7,1166,260,Festive,12.3,Saturday
PROD_0127,Canon EOS M50 II,Camera,Mid,94937,105925,92341,412,4.1,1310,503,Festive,11.7,Thursday
PROD_0128,JBL Tune 770NC,Earphones,Mid,10947,12000,11060,245,3.9,761,591,Festive,17.1,Thursday
PROD_0129,Nikon D3500,Camera,Budget,44762,45932,41920,284,3.4,1643,303,Normal,8.2,Tuesday
PROD_0130,Realme Buds 2,Earphones,Budget,2947,2958,2786,160,3.7,2423,560,Normal,0.5,Monday
PROD_0131,iPhone 16,Mobile Phone,Premium,115228,120000,119158,120,3.8,675,382,Normal,0.5,Saturday
PROD_0132,Realme C55,Mobile Phone,Budget,12494,13300,13243,385,3.7,2439,686,Normal,3.9,Monday
PROD_0133,iPhone 16,Mobile Phone,Premium,115228,115717,104159,82,3.8,50,438,Normal,6.1,Sunday
PROD_0134,Fitbit Sense 2,Smartwatch,Mid,22747,24207,20033,324,3.9,1082,402,Festive,15.5,Wednesday
PROD_0135,Sony Bravia X74L,Television,Mid,60256,65261,58700,341,3.5,544,250,Normal,1.9,Thursday
PROD_0136,Nikon D3500,Camera,Budget,44762,45765,40528,259,3.0,1793,340,Normal,0.0,Wednesday
PROD_0137,HP Pavilion 15,Laptop,Budget,47673,51024,43323,430,4.0,2890,439,Festive,11.1,Saturday
PROD_0138,Sony WH-CH520,Earphones,Mid,5964,6171,5292,371,3.9,1280,259,Normal,0.0,Saturday
PROD_0139,Realme C55,Mobile Phone,Budget,12494,13321,13423,306,3.0,2289,535,Normal,2.8,Monday
PROD_0140,Samsung Galaxy Watch 6,Smartwatch,Mid,27520,29427,26991,209,4.1,1051,327,Normal,4.4,Monday
PROD_0141,Fitbit Sense 2,Smartwatch,Mid,22747,24408,24366,279,4.3,355,358,Normal,0.0,Thursday
PROD_0142,Sony WH-CH520,Earphones,Mid,5964,6387,5472,377,4.1,556,345,Festive,5.7,Wednesday
PROD_0143,Samsung Galaxy Watch 6,Smartwatch,Mid,27520,28858,25352,296,3.9,1791,671,Festive,12.0,Saturday
PROD_0144,Redmi Note 13,Mobile Phone,Budget,12662,14116,12803,398,3.7,2250,499,Festive,11.4,Sunday
PROD_0145,Redmi Note 13,Mobile Phone,Budget,12662,14050,13131,365,3.1,2234,555,Festive,11.6,Wednesday
PROD_0146,Apple AirPods Pro 2,Earphones,Premium,13702,14103,12636,402,4.3,246,417,Normal,0.0,Saturday
PROD_0147,Canon EOS M50 II,Camera,Mid,94937,96769,86323,342,3.5,1238,527,Normal,4.1,Tuesday
PROD_0148,LG OLED C3,Television,Premium,175185,180000,170433,340,4.4,200,317,Festive,7.8,Saturday
PROD_0149,Realme C55,Mobile Phone,Budget,12494,12842,11239,323,2.8,2085,326,Normal,1.3,Wednesday
PROD_0150,Canon EOS M50 II,Camera,Mid,94937,102567,95726,313,3.5,1057,262,Normal,3.4,Friday
PROD_0151,Nikon D3500,Camera,Budget,44762,48283,49460,293,3.3,2171,266,Normal,8.3,Sunday
PROD_0152,Lenovo IdeaPad 5,Laptop,Mid,69584,75686,72857,466,5.0,1507,345,Normal,0.0,Monday
PROD_0153,Acer Aspire 3,Laptop,Budget,43779,47545,45345,285,3.1,2421,107,Normal,0.8,Thursday
PROD_0154,Fitbit Sense 2,Smartwatch,Mid,22747,24947,21857,342,4.0,377,778,Festive,3.8,Thursday
PROD_0155,Samsung Galaxy A35,Mobile Phone,Mid,38986,43538,40629,273,3.9,503,274,Festive,16.5,Tuesday
PROD_0156,LG OLED C3,Television,Premium,175185,180000,193551,216,3.7,675,276,Normal,8.7,Sunday
PROD_0157,Sony WH-CH520,Earphones,Mid,5964,6435,6570,387,4.4,1244,400,Normal,2.2,Sunday
PROD_0158,Redmi Note 13,Mobile Phone,Budget,12662,13024,11201,229,2.7,1719,171,Normal,2.6,Saturday
PROD_0159,OnePlus Nord CE4,Mobile Phone,Mid,21596,23618,22052,398,3.7,1303,124,Normal,2.6,Tuesday
PROD_0160,LG OLED C3,Television,Premium,175185,179354,157329,276,4.5,110,338,Normal,5.1,Monday
PROD_0161,MacBook Pro 14,Laptop,Premium,151005,155689,134768,271,4.1,403,186,Normal,8.8,Monday
PROD_0162,Mi TV 4A,Television,Budget,24525,25486,22518,432,3.9,3354,264,Normal,0.0,Thursday
PROD_0163,Realme C55,Mobile Phone,Budget,12494,12627,11082,402,4.4,2902,789,Normal,6.5,Thursday
PROD_0164,Canon EOS M50 II,Camera,Mid,94937,102474,94309,360,3.4,1154,352,Normal,0.1,Friday
PROD_0165,Mi TV 4A,Television,Budget,24525,26298,24909,261,2.9,1107,345,Normal,4.6,Friday
PROD_0166,Samsung Galaxy Watch 6,Smartwatch,Mid,27520,29286,30217,177,3.7,963,382,Normal,4.8,Tuesday
PROD_0167,Nikon D3500,Camera,Budget,44762,48350,49442,373,3.7,2623,356,Normal,5.0,Sunday
PROD_0168,MacBook Pro 14,Laptop,Premium,151005,164501,168022,293,4.3,50,52,Normal,8.4,Sunday
PROD_0169,Realme C55,Mobile Phone,Budget,12494,13392,13767,259,2.4,1312,351,Normal,0.0,Wednesday
PROD_0170,Canon EOS 1500D,Camera,Budget,43666,47300,38772,387,2.9,2259,116,Festive,7.8,Monday
PROD_0171,Apple Watch Series 9,Smartwatch,Premium,33044,37009,33243,419,3.7,50,276,Festive,14.4,Saturday
PROD_0172,Realme Buds 2,Earphones,Budget,2947,3000,2756,126,3.2,1379,229,Normal,9.9,Saturday
PROD_0173,MacBook Pro 14,Laptop,Premium,151005,161186,151575,341,4.6,304,563,Normal,1.2,Tuesday
PROD_0174,Sony Alpha A7 IV,Camera,Premium,299200,300000,312824,373,4.7,210,170,Festive,11.1,Tuesday
PROD_0175,iPhone 16,Mobile Phone,Premium,115228,120000,103415,265,5.0,302,547,Festive,10.6,Thursday
PROD_0176,HP Pavilion 15,Laptop,Budget,47673,52926,48390,394,3.6,2560,587,Festive,13.2,Tuesday
PROD_0177,Sony Alpha ZV-E10,Camera,Mid,71260,77040,67866,403,3.4,1134,382,Normal,0.0,Thursday
PROD_0178,Lenovo IdeaPad 5,Laptop,Mid,69584,75844,75190,413,4.2,1408,220,Normal,6.8,Monday
PROD_0179,Lenovo IdeaPad 5,Laptop,Mid,69584,77934,74661,481,3.7,1353,409,Festive,6.0,Sunday
PROD_0180,Sony Alpha ZV-E10,Camera,Mid,71260,79804,77741,482,3.9,1221,525,Festive,13.5,Sunday
PROD_0181,Fitbit Sense 2,Smartwatch,Mid,22747,24003,22414,230,3.4,727,640,Normal,1.2,Wednesday
PROD_0182,Apple Watch Series 9,Smartwatch,Premium,33044,37009,34310,445,3.9,626,393,Festive,16.1,Monday
PROD_0183,Sony Alpha ZV-E10,Camera,Mid,71260,76868,74375,384,3.5,600,402,Normal,0.4,Thursday
PROD_0184,MacBook Pro 14,Laptop,Premium,151005,157215,139598,309,4.3,129,41,Normal,2.7,Friday
PROD_0185,Apple AirPods Pro 2,Earphones,Premium,13702,14211,12841,394,3.8,750,248,Normal,0.0,Tuesday
PROD_0186,Realme Buds 2,Earphones,Budget,2947,3000,3200,195,3.4,2448,227,Normal,5.9,Tuesday
PROD_0187,MacBook Pro 14,Laptop,Premium,151005,154617,137857,307,3.9,480,382,Normal,4.5,Friday
PROD_0188,Acer Aspire 3,Laptop,Budget,43779,46839,41294,348,3.7,2256,324,Festive,11.3,Tuesday
PROD_0189,Acer Aspire 3,Laptop,Budget,43779,47450,44715,331,4.1,2240,219,Normal,4.6,Tuesday
PROD_0190,Mi TV 4A,Television,Budget,24525,26698,23550,357,3.9,1970,163,Normal,0.0,Sunday
PROD_0191,Redmi Note 13,Mobile Phone,Budget,12662,14181,13421,381,3.6,2291,148,Festive,15.1,Thursday
PROD_0192,OnePlus Nord CE4,Mobile Phone,Mid,21596,23417,22036,438,3.8,1033,370,Normal,2.6,Tuesday
PROD_0193,Apple Watch Series 9,Smartwatch,Premium,33044,35960,32909,442,4.5,50,298,Normal,1.0,Monday
PROD_0194,Dell Inspiron 15,Laptop,Mid,73109,74900,66440,382,3.9,1463,483,Normal,1.2,Monday
PROD_0195,Nikon D3500,Camera,Budget,44762,47980,43649,276,3.3,1921,376,Normal,6.6,Wednesday
PROD_0196,Fitbit Sense 2,Smartwatch,Mid,22747,24484,24575,232,3.5,1117,220,Normal,4.6,Saturday
PROD_0197,Sony Alpha ZV-E10,Camera,Mid,71260,79811,75952,458,3.7,371,65,Festive,10.5,Wednesday
PROD_0198,boAt Bassheads 100,Earphones,Budget,2494,2757,2403,236,3.0,2058,437,Festive,9.8,Thursday
PROD_0199,Sony Alpha ZV-E10,Camera,Mid,71260,79811,72105,421,3.1,1119,420,Festive,17.0,Monday
PROD_0200,MacBook Pro 14,Laptop,Premium,151005,155969,140449,363,4.2,672,287,Normal,3.2,Friday
PROD_0201,Realme Buds 2,Earphones,Budget,2947,3000,2811,270,3.7,2242,432,Festive,13.4,Wednesday
PROD_0202,Mi TV 4A,Television,Budget,24525,26663,23829,340,3.5,1742,166,Normal,3.0,Thursday
PROD_0203,MacBook Pro 14,Laptop,Premium,151005,162813,151127,352,4.2,1044,364,Normal,3.1,Sunday
PROD_0204,Nikon D3500,Camera,Budget,44762,47640,42560,310,3.1,2447,579,Normal,0.6,Friday
PROD_0205,boAt Bassheads 100,Earphones,Budget,2494,2507,2231,178,2.6,1617,561,Normal,3.7,Sunday
PROD_0206,Vu Cinema TV,Television,Budget,23610,25627,23924,318,3.6,1734,168,Normal,0.0,Friday
PROD_0207,Canon EOS 1500D,Camera,Budget,43666,44787,39527,279,3.4,1608,305,Normal,0.4,Sunday
PROD_0208,Apple Watch Series 9,Smartwatch,Premium,33044,35541,30961,461,4.2,148,380,Festive,10.3,Wednesday
PROD_0209,Sony Alpha ZV-E10,Camera,Mid,71260,76841,69017,395,4.1,1682,426,Normal,0.0,Tuesday
PROD_0210,Realme Buds 2,Earphones,Budget,2947,3000,3054,164,3.3,2551,277,Normal,0.0,Sunday
PROD_0211,Lenovo IdeaPad 5,Laptop,Mid,69584,75072,68989,389,4.3,1363,406,Normal,12.7,Thursday
PROD_0212,HP Pavilion 15,Laptop,Budget,47673,52355,48192,319,3.2,1916,714,Festive,11.7,Sunday
PROD_0213,Canon EOS M50 II,Camera,Mid,94937,101817,88103,395,3.6,1333,343,Festive,12.1,Sunday
PROD_0214,Realme C55,Mobile Phone,Budget,12494,13993,13695,410,3.6,1873,366,Festive,12.5,Wednesday
PROD_0215,boAt Bassheads 100,Earphones,Budget,2494,2771,2577,211,2.9,1660,291,Festive,16.2,Sunday
PROD_0216,OnePlus Nord CE4,Mobile Phone,Mid,21596,23878,22213,449,3.8,748,760,Festive,12.6,Tuesday
PROD_0217,Vu Cinema TV,Television,Budget,23610,24324,21410,325,3.2,1985,282,Normal,0.1,Monday
PROD_0218,iPhone 16,Mobile Phone,Premium,115228,120000,107271,217,4.3,927,499,Festive,7.3,Saturday
PROD_0219,Sony WH-CH520,Earphones,Mid,5964,6138,5342,338,3.9,1049,322,Normal,2.7,Tuesday
PROD_0220,Mi TV 4A,Television,Budget,24525,26350,25735,333,3.5,1485,411,Normal,4.5,Tuesday
PROD_0221,Sony Alpha A7 IV,Camera,Premium,299200,300000,313825,240,4.1,351,309,Normal,0.0,Wednesday
PROD_0222,Sony Alpha ZV-E10,Camera,Mid,71260,77780,74480,362,3.2,879,113,Normal,10.3,Wednesday
PROD_0223,Noise ColorFit Pro 4,Smartwatch,Budget,3208,3429,2990,448,3.5,2396,488,Festive,14.1,Sunday
PROD_0224,Sony Alpha A7 IV,Camera,Premium,299200,300000,306532,349,4.3,1040,464,Normal,2.6,Tuesday
PROD_0225,Mi TV 4A,Television,Budget,24525,26564,25440,373,3.6,2632,296,Normal,0.0,Wednesday
PROD_0226,Realme C55,Mobile Phone,Budget,12494,13905,12033,366,3.1,2154,489,Festive,11.7,Saturday
PROD_0227,Fitbit Sense 2,Smartwatch,Mid,22747,25476,24127,316,3.8,1384,166,Festive,12.2,Sunday
PROD_0228,boAt Wave Sigma,Smartwatch,Budget,3143,3368,3050,306,2.9,1313,422,Normal,8.4,Wednesday
PROD_0229,OnePlus Nord CE4,Mobile Phone,Mid,21596,23056,20039,470,3.9,1372,552,Festive,8.6,Sunday
PROD_0230,Realme C55,Mobile Phone,Budget,12494,13415,12198,322,3.2,1968,408,Normal,1.1,Wednesday
PROD_0231,boAt Wave Sigma,Smartwatch,Budget,3143,3520,3420,430,3.1,2247,439,Festive,14.7,Tuesday
PROD_0232,Canon EOS M50 II,Camera,Mid,94937,102007,97260,397,4.3,1753,506,Normal,6.7,Tuesday
